paperId_acm,title_acm,authors_acm,venue_acm,year_acm,cleaned_title_acm,cleaned_authors_acm,index_acm
539087f320f70186a0d6f79b,Least expected cost query optimization: an exercise in utility,"Francis Chu, Joseph Y. Halpern, Praveen Seshadri",PODS '99 Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,least expected cost query optimization an exercise in utility,francis chu joseph y halpern praveen seshadri,1246
53908a7420f70186a0da4543,A Raster Approximation For Processing of Spatial Joins,"Geraldo Zimbrao, Jano Moreira de Souza",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,a raster approximation for processing of spatial joins,geraldo zimbrao jano moreira de souza,2116
5390880220f70186a0d77f59,Hierarchies and relative operators in the OLAP environment,"Elaheh Pourabbas, Maurizio Rafanelli",ACM SIGMOD Record,2000,hierarchies and relative operators in the olap environment,elaheh pourabbas maurizio rafanelli,1532
539095ba20f70186a0df166c,Multidimensional data modeling for location-based services,"Christian S. Jensen, Augustas Kligys, Torben Bach Pedersen, Igor Timko",The VLDB Journal — The International Journal on Very Large Data Bases,2004,multidimensional data modeling for location based services,christian s jensen augustas kligys torben bach pedersen igor timko,2872
5390880220f70186a0d77f9a,A survey of logical models for OLAP databases,"Panos Vassiliadis, Timos Sellis",ACM SIGMOD Record,1999,a survey of logical models for olap databases,panos vassiliadis timos sellis,1549
5390880220f70186a0d762f5,MOCHA: a database middleware system featuring automatic deployment of application-specific functionality,"Manuel Rodríguez-Martínez, Nick Roussopoulos, John M. McGann, Stephen Kelley, Vadim Katz, Zhexuan Song, Joseph JáJá",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,mocha a database middleware system featuring automatic deployment of application specific functionality,manuel rodr guez mart nez nick roussopoulos john m mcgann stephen kelley vadim katz zhexuan song joseph j j,1518
53908d6520f70186a0dd1a31,PeerDB: peering into personal databases,"Beng Chin Ooi, Kian-Lee Tan, Aoying Zhou, Chin Hong Goh, Yingguang Li, Chu Yee Liau, Bo Ling, Wee Siong Ng, Yanfeng Shu, Xiaoyu Wang, Ming Zhang",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,peerdb peering into personal databases,beng chin ooi kian lee tan aoying zhou chin hong goh yingguang li chu yee liau bo ling wee siong ng yanfeng shu xiaoyu wang ming zhang,2750
53909f8c20f70186a0e4019f,False positive or false negative: mining frequent itemsets from high speed transactional data streams,"Jeffery Xu Yu, Zhihong Chong, Hongjun Lu, Aoying Zhou",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,false positive or false negative mining frequent itemsets from high speed transactional data streams,jeffery xu yu zhihong chong hongjun lu aoying zhou,516
539087d920f70186a0d604f1,Report on first international workshop on real-time database systems,"Azer Bestavros, Kwei-Jay Lin, Sang Son",ACM SIGMOD Record,1996,report on first international workshop on real time database systems,azer bestavros kwei jay lin sang son,878
5390881220f70186a0d7e368,Time series similarity measures and time series indexing (abstract only),"Dimitrios Gunopulos, Gautam Das",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,time series similarity measures and time series indexing abstract only,dimitrios gunopulos gautam das,1678
5390975920f70186a0dfe2ae,Using reasoning to guide annotation with gene ontology terms in GOAT,"Michael Bada, Daniele Turi, Robin McEntire, Robert Stevens",ACM SIGMOD Record,2004,using reasoning to guide annotation with gene ontology terms in goat,michael bada daniele turi robin mcentire robert stevens,171
539087d420f70186a0d5df51,DIRECTV and Oracle Rdb: the challenge of VLDB transaction processing,William L. Gettys,SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,directv and oracle rdb the challenge of vldb transaction processing,william l gettys,776
539087e720f70186a0d6966c,AutoAdmin “what-if” index analysis utility,"Surajit Chaudhuri, Vivek Narasayya",SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,autoadmin what if index analysis utility,surajit chaudhuri vivek narasayya,1145
539087ef20f70186a0d6c8e4,B-tree page size when caching is considered,David Lomet,ACM SIGMOD Record,1998,b tree page size when caching is considered,david lomet,1230
53908a9620f70186a0da4d88,Applying Database Technology in the ADSM Mass Storage System,"Luis-Felipe Cabrera, Robert Rees, Wayne Hineman",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,applying database technology in the adsm mass storage system,luis felipe cabrera robert rees wayne hineman,2319
539087e120f70186a0d665fe,"Research in databases and data-intensive applications: Computer Science Dept. and FIZ, University of Karlsruhe","Brigitta König-Ries, Peter C. Lockermann",ACM SIGMOD Record,1997,research in databases and data intensive applications computer science dept and fiz university of karlsruhe,brigitta k nig ries peter c lockermann,1026
53908a9620f70186a0da4e39,"Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System","Georges Gardarin, Fei Sha, Zhao-Hui Tang",VLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases,1996,calibrating the query optimizer cost model of iro db an object oriented federated database system,georges gardarin fei sha zhao hui tang,2361
5390972920f70186a0dfacf3,LexEQUAL: multilexical matching operator in SQL,"A. Kumaran, Jayant R. Haritsa",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,lexequal multilexical matching operator in sql,a kumaran jayant r haritsa,58
539087e720f70186a0d69651,Query unnesting in object-oriented databases,Leonidas Fegaras,SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,query unnesting in object oriented databases,leonidas fegaras,1124
53908b4920f70186a0dbacb7,An asymptotically optimal multiversion B-tree,"Bruno Becker, Stephan Gschwind, Thomas Ohler, Bernhard Seeger, Peter Widmayer",The VLDB Journal — The International Journal on Very Large Data Bases,1996,an asymptotically optimal multiversion b tree,bruno becker stephan gschwind thomas ohler bernhard seeger peter widmayer,2613
539087e720f70186a0d69672,Random sampling for histogram construction: how much is enough?,"Surajit Chaudhuri, Rajeev Motwani, Vivek Narasayya",SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,random sampling for histogram construction how much is enough,surajit chaudhuri rajeev motwani vivek narasayya,1156
539087e720f70186a0d69681,Database systems management and Oracle8,C. Gregory Doherty,SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,database systems management and oracle8,c gregory doherty,1167
539087f320f70186a0d6f965,The Aqua approximate query answering system,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala, Sridhar Ramaswamy",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,the aqua approximate query answering system,swarup acharya phillip b gibbons viswanath poosala sridhar ramaswamy,1339
5390972920f70186a0dfacd5,Building dynamic application networks with Web Services,Matthew Mihic,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,building dynamic application networks with web services,matthew mihic,81
539087f320f70186a0d6f861,Logical logging to extend recovery to new domains,"David Lomet, Mark Tuttle",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,logical logging to extend recovery to new domains,david lomet mark tuttle,1276
53908a7420f70186a0da4681,SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,"Minos N. Garofalakis, Rajeev Rastogi, Kyuseok Shim",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,spirit sequential pattern mining with regular expression constraints,minos n garofalakis rajeev rastogi kyuseok shim,2149
539087d920f70186a0d5ff89,Bifocal sampling for skew-resistant join size estimation,"Sumit Ganguly, Phillip B. Gibbons, Yossi Matias, Avi Silberschatz",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,bifocal sampling for skew resistant join size estimation,sumit ganguly phillip b gibbons yossi matias avi silberschatz,855
539087e720f70186a0d68404,Wrapper generation for semi-structured Internet sources,"Naveen Ashish, Craig A. Knoblock",ACM SIGMOD Record,1997,wrapper generation for semi structured internet sources,naveen ashish craig a knoblock,1070
5390958a20f70186a0df0135,Managing multiple and distributed ontologies on the Semantic Web,"A. Maedche, B. Motik, L. Stojanovic",The VLDB Journal — The International Journal on Very Large Data Bases,2003,managing multiple and distributed ontologies on the semantic web,a maedche b motik l stojanovic,2840
5390881820f70186a0d8111d,Advances in databases and information systems: report of 5th East European Conference ADBIS'2001,"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",ACM SIGMOD Record,2002,advances in databases and information systems report of 5th east european conference adbis 2001,albertas caplinskas johann eder olegas vasilecas,1748
53908b4920f70186a0dbabb8,Checking the temporal integrity of interactive multimedia documents,"I. Mirbel, B. Pernici, T. Sellis, S. Tserkezoglou, M. Vazirgiannis",The VLDB Journal — The International Journal on Very Large Data Bases,2000,checking the temporal integrity of interactive multimedia documents,i mirbel b pernici t sellis s tserkezoglou m vazirgiannis,2518
539089ab20f70186a0d97054,Special issue on data mining for intrusion detection and threat analysis,Daniel Barbará,ACM SIGMOD Record,2001,special issue on data mining for intrusion detection and threat analysis,daniel barbar,1914
53908a9720f70186a0da68f5,Benchmark for Real-Time Database Systems for Telecommunications,"Jan Lindström, Tiina Niklander",DBTel '01 Proceedings of the VLDB 2001 International Workshop on Databases in Telecommunications II,2001,benchmark for real time database systems for telecommunications,jan lindstr m tiina niklander,2445
5390881220f70186a0d7e346,Clio: a semi-automatic tool for schema mapping,"Mauricio A. Hernández, Renée J. Miller, Laura M. Haas",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,clio a semi automatic tool for schema mapping,mauricio a hern ndez ren e j miller laura m haas,1694
5390958a20f70186a0def8e4,Cost-driven vertical class partitioning for methods in object oriented databases,"Chi-Wai Fung, Kamalakar Karlapalem, Qing Li",The VLDB Journal — The International Journal on Very Large Data Bases,2003,cost driven vertical class partitioning for methods in object oriented databases,chi wai fung kamalakar karlapalem qing li,2829
53908b4920f70186a0dbacb5,Query processing and optimization in Oracle Rdb,"Gennady Antoshenkov, Mohamed Ziauddin",The VLDB Journal — The International Journal on Very Large Data Bases,1996,query processing and optimization in oracle rdb,gennady antoshenkov mohamed ziauddin,2604
53908a9620f70186a0da487f,Novel Approaches in Query Processing for Moving Object Trajectories,"Dieter Pfoser, Christian S. Jensen, Yannis Theodoridis",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,novel approaches in query processing for moving object trajectories,dieter pfoser christian s jensen yannis theodoridis,2261
558e0cb90cf2c779a6476c0b,ACM SIGMOD Record,Won Kim,ACM SIGMOD Record,1999,acm sigmod record,won kim,1386
539087dd20f70186a0d6449d,Database performance in the real world: TPC-D and SAP R/3,"Joachen Doppelhammer, Thomas Höppler, Alfons Kemper, Donald Kossmann",SIGMOD '97 Proceedings of the 1997 ACM SIGMOD international conference on Management of data,1997,database performance in the real world tpc d and sap r 3,joachen doppelhammer thomas h ppler alfons kemper donald kossmann,962
53908a9620f70186a0da4ce6,Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,"A. Prasad Sistla, Clement T. Yu, Chengwen Liu, King Liu",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,similarity based retrieval of pictures using indices on spatial relationships,a prasad sistla clement t yu chengwen liu king liu,2285
539087e720f70186a0d69689,About Quark Digital Media System,Kamar Aulakh,SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,about quark digital media system,kamar aulakh,1176
5390881220f70186a0d7e2f8,STHoles: a multidimensional workload-aware histogram,"Nicolas Bruno, Surajit Chaudhuri, Luis Gravano",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,stholes a multidimensional workload aware histogram,nicolas bruno surajit chaudhuri luis gravano,1644
5390882d20f70186a0d8dae7,DBXplorer: enabling keyword search over relational databases,"Sanjay Agrawal, Surajit Chaudhuri, Gautam Das",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,dbxplorer enabling keyword search over relational databases,sanjay agrawal surajit chaudhuri gautam das,1844
53908a7420f70186a0da45cd,Algorithms for Mining Distance-Based Outliers in Large Datasets,"Edwin M. Knorr, Raymond T. Ng",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,algorithms for mining distance based outliers in large datasets,edwin m knorr raymond t ng,2154
53908a9620f70186a0da4727,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. Böhlen, Christian S. Jensen",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,capturing and querying multiple aspects of semistructured data,curtis e dyreson michael h b hlen christian s jensen,2182
5390972920f70186a0dfac8e,FleXPath: flexible structure and full-text querying for XML,"Sihem Amer-Yahia, Laks V. S. Lakshmanan, Shashank Pandit",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,flexpath flexible structure and full text querying for xml,sihem amer yahia laks v s lakshmanan shashank pandit,7
5390880220f70186a0d77f6c,Comparative analysis of five XML query languages,"Angela Bonifati, Stefano Ceri",ACM SIGMOD Record,2000,comparative analysis of five xml query languages,angela bonifati stefano ceri,1541
5390972920f70186a0dfacbd,CORDS: automatic discovery of correlations and soft functional dependencies,"Ihab F. Ilyas, Volker Markl, Peter Haas, Paul Brown, Ashraf Aboulnaga",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,cords automatic discovery of correlations and soft functional dependencies,ihab f ilyas volker markl peter haas paul brown ashraf aboulnaga,89
539089d320f70186a0d9c220,Amicalola report: database and information systems research challenges and opportunities in semantic web and enterprises,"Amit Sheth, Robert Meersman",ACM SIGMOD Record,2002,amicalola report database and information systems research challenges and opportunities in semantic web and enterprises,amit sheth robert meersman,1960
5390881220f70186a0d7e31c,Applying the golden rule of sampling for query estimation,"Yi-Leh Wu, Divyakant Agrawal, Amr El Abbadi",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,applying the golden rule of sampling for query estimation,yi leh wu divyakant agrawal amr el abbadi,1638
53909f8c20f70186a0e3fe81,Xcerpt and visXcerpt: from pattern-based to visual querying of XML and semistructured data,"Sacha Berger, François Bry, Sebastian Schaffert, Christoph Wieser",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,xcerpt and visxcerpt from pattern based to visual querying of xml and semistructured data,sacha berger fran ois bry sebastian schaffert christoph wieser,457
53908a9620f70186a0da4729,"Ordering Information, Conference Organizers, Program Committees, Additional Reviewers, Additional Demonstrations Reviewers, Sponsors, VLDB Endowment, Preface, Foreword","",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,ordering information conference organizers program committees additional reviewers additional demonstrations reviewers sponsors vldb endowment preface foreword,"",2172
5390979920f70186a0e00cd3,Retrospective on Aurora,"Hari Balakrishnan, Magdalena Balazinska, Don Carney, Uğur Çetintemel, Mitch Cherniack, Christian Convey, Eddie Galvez, Jon Salz, Michael Stonebraker, Nesime Tatbul, Richard Tibbetts, Stan Zdonik",The VLDB Journal — The International Journal on Very Large Data Bases,2004,retrospective on aurora,hari balakrishnan magdalena balazinska don carney u ur etintemel mitch cherniack christian convey eddie galvez jon salz michael stonebraker nesime tatbul richard tibbetts stan zdonik,199
5390972920f70186a0dfac8c,Efficient processing of XML twig queries with OR-predicates,"Haifeng Jiang, Hongjun Lu, Wei Wang",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,efficient processing of xml twig queries with or predicates,haifeng jiang hongjun lu wei wang,50
539087d920f70186a0d5ff87,Spatial hash-joins,"Ming-Ling Lo, Chinya V. Ravishankar",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,spatial hash joins,ming ling lo chinya v ravishankar,857
53909f8c20f70186a0e3fe58,Temporal slicing in the evaluation of XML queries,"Dengfeng Gao, Richard T. Snodgrass",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,temporal slicing in the evaluation of xml queries,dengfeng gao richard t snodgrass,435
539087d420f70186a0d5df18,Adaptive parallel aggregation algorithms,"Ambuj Shatdal, Jeffrey F. Naughton",SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,adaptive parallel aggregation algorithms,ambuj shatdal jeffrey f naughton,749
539089ab20f70186a0d96af5,A study on the management of semantic transaction for efficient data retrieval,"Shi Ming Huang, Irene Kwan, Chih He Li",ACM SIGMOD Record,2002,a study on the management of semantic transaction for efficient data retrieval,shi ming huang irene kwan chih he li,1885
539087d920f70186a0d5ff8f,Safe and efficient sharing of persistent objects in Thor,"B. Liskov, A. Adya, M. Castro, S. Ghemawat, R. Gruber, U. Maheshwari, A. C. Myers, M. Day, L. Shrira",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,safe and efficient sharing of persistent objects in thor,b liskov a adya m castro s ghemawat r gruber u maheshwari a c myers m day l shrira,851
53908a4020f70186a0d9d773,A multi-paradigm querying approach for a generic multimedia database management system,"Ji-Rong Wen, Qing Li, Wei-Ying Ma, Hong-Jiang Zhang",ACM SIGMOD Record,2003,a multi paradigm querying approach for a generic multimedia database management system,ji rong wen qing li wei ying ma hong jiang zhang,1983
5390880220f70186a0d75edb,High speed on-line backup when using logical log operations,David B. Lomet,SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,high speed on line backup when using logical log operations,david b lomet,1444
5390882d20f70186a0d8dace,Garlic: a new flavor of federated query processing for DB2,"Vanja Josifovski, Peter Schwarz, Laura Haas, Eileen Lin",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,garlic a new flavor of federated query processing for db2,vanja josifovski peter schwarz laura haas eileen lin,1817
53909f8c20f70186a0e3fe44,Balancing performance and data freshness in web database servers,"Alexandros Labrinidis, Nick Roussopoulos",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,balancing performance and data freshness in web database servers,alexandros labrinidis nick roussopoulos,401
53908a9620f70186a0da47ee,Approximating Aggregate Queries about Web Pages via Random Walks,"Ziv Bar-Yossef, Alexander Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,approximating aggregate queries about web pages via random walks,ziv bar yossef alexander berg steve chien jittat fakcharoenphol dror weitz,2236
53908a9620f70186a0da4eca,Database Management Systems and the Internet,Susan Malaika,VLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases,1996,database management systems and the internet,susan malaika,2381
539087d420f70186a0d5df59,Research and products—are they relevant to each other? (panel session),Herb Edelstein,SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,research and products are they relevant to each other panel session,herb edelstein,802
539095ba20f70186a0df166e,Algorithms and applications for answering ranked queries using ranked views,"Vagelis Hristidis, Yannis Papakonstantinou",The VLDB Journal — The International Journal on Very Large Data Bases,2004,algorithms and applications for answering ranked queries using ranked views,vagelis hristidis yannis papakonstantinou,2874
539089ab20f70186a0d96f5f,Data analysis and mining in the life sciences,Nam Huyn,ACM SIGMOD Record,2001,data analysis and mining in the life sciences,nam huyn,1900
53908b4920f70186a0dbab16,Efficient filtering of XML documents with XPath expressions,"C.-Y. Chan, P. Felber, M. Garofalakis, R. Rastogi",The VLDB Journal — The International Journal on Very Large Data Bases,2002,efficient filtering of xml documents with xpath expressions,c y chan p felber m garofalakis r rastogi,2510
53909f6920f70186a0e3a9ab,Toward recovery-oriented computing,Armando Fox,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,toward recovery oriented computing,armando fox,324
5390882d20f70186a0d8dab7,A scalable hash ripple join algorithm,"Gang Luo, Curt J. Ellmann, Peter J. Haas, Jeffrey F. Naughton",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,a scalable hash ripple join algorithm,gang luo curt j ellmann peter j haas jeffrey f naughton,1793
539087fe20f70186a0d758e8,Database research at the University of Oklahoma,"Le Gruenwald, Leonard Brown, Ravi Dirckze, Sylvain Guinepain, Carlos Sanchez, Brian Summers, Sirirut Vanichayobon",ACM SIGMOD Record,1999,database research at the university of oklahoma,le gruenwald leonard brown ravi dirckze sylvain guinepain carlos sanchez brian summers sirirut vanichayobon,1410
53908b4920f70186a0dbabb7,UnQL: a query language and algebra for semistructured data based on structural recursion,"Peter Buneman, Mary Fernandez, Dan Suciu",The VLDB Journal — The International Journal on Very Large Data Bases,2000,unql a query language and algebra for semistructured data based on structural recursion,peter buneman mary fernandez dan suciu,2582
53909f8c20f70186a0e3fe59,The generalized pre-grouping transformation: aggregate-query optimization in the presence of dependencies,"Aris Tsois, Timos Sellis",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,the generalized pre grouping transformation aggregate query optimization in the presence of dependencies,aris tsois timos sellis,432
53909f8c20f70186a0e3fe8a,"NexusScout: an advanced location-based application on a distributed, open mediation platform","Daniela Nicklas, Matthias Grossmann, Thomas Schwarz",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,nexusscout an advanced location based application on a distributed open mediation platform,daniela nicklas matthias grossmann thomas schwarz,458
53908a9620f70186a0da47cb,"High-Performance and Scalability through Application Tier,In-Memory Data Management","",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,high performance and scalability through application tier in memory data management,"",2211
53909f8c20f70186a0e3fe71,Data compression in Oracle,"Meikel Poess, Dmitry Potapov",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,data compression in oracle,meikel poess dmitry potapov,444
5390882d20f70186a0d8daeb,XmdvTool: visual interactive data exploration and trend discovery of high-dimensional data sets,"Elke A. Rundensteiner, Matthew O. Ward, Jing Yang, Punit R. Doshi",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,xmdvtool visual interactive data exploration and trend discovery of high dimensional data sets,elke a rundensteiner matthew o ward jing yang punit r doshi,1862
5390881220f70186a0d7e2e1,Proceedings of the 2001 ACM SIGMOD international conference on Management of data,"Timos Sellis, Sharad Mehrotra",ACM SIGMOD International Conference on Management of Data,2001,proceedings of the 2001 acm sigmod international conference on management of data,timos sellis sharad mehrotra,1613
539087dd20f70186a0d6349b,Data management for earth system science,"James Frew, Jeff Dozier",ACM SIGMOD Record,1997,data management for earth system science,james frew jeff dozier,938
5390981d20f70186a0e049af,Weighted hypertree decompositions and optimal query plans,"Francesco Scarcello, Gianluigi Greco, Nicola Leone",PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2004,weighted hypertree decompositions and optimal query plans,francesco scarcello gianluigi greco nicola leone,249
539087d920f70186a0d5ff94,Multi-dimensional resource scheduling for parallel queries,"Minos N. Garofalakis, Yannis E. Ioannidis",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,multi dimensional resource scheduling for parallel queries,minos n garofalakis yannis e ioannidis,854
5390880d20f70186a0d7b5e8,Constraint databases: a tutorial introduction,Jan Van den Bussche,ACM SIGMOD Record,2000,constraint databases a tutorial introduction,jan van den bussche,1565
5390881220f70186a0d7e33c,Kweelt: more than just “yet another framework to query XML!”,Arnaud Sahuguet,SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,kweelt more than just yet another framework to query xml,arnaud sahuguet,1680
53908a9620f70186a0da4730,Semantic Access: Semantic Interface for Querying Databases,"Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,semantic access semantic interface for querying databases,naphtali rishe jun yuan rukshan athauda shu ching chen xiaoling lu xiaobin ma alexander vaschillo artyom shaposhnikov dmitry vasilevsky,2198
539087f320f70186a0d6f88b,Clustering methods for large databases: from the past to the future,"Alexander Hinneburg, Daniel A. Keim",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,clustering methods for large databases from the past to the future,alexander hinneburg daniel a keim,1348
5590ddbb0cf2ce4b6f3a0979,ACM SIGMOD Record,"Timos Sellis, Sharad Mehrotra",ACM SIGMOD Record,2001,acm sigmod record,timos sellis sharad mehrotra,1705
5390881820f70186a0d81116,Databases and transaction processing: an application-oriented approach,"Philip M. Lewis, Arthur Bernstein, Michael Kifer",ACM SIGMOD Record,2002,databases and transaction processing an application oriented approach,philip m lewis arthur bernstein michael kifer,1736
539087f320f70186a0d70aca,Semantic interoperability in information services: experiencing with CoopWARE,Avigdor Gal,ACM SIGMOD Record,1999,semantic interoperability in information services experiencing with coopware,avigdor gal,1394
5590d1ba0cf2baaad9716ef8,ACM SIGMOD Record,"",ACM SIGMOD Record,2004,acm sigmod record,"",2875
53908b4920f70186a0dbabdf,Delivering presentations from multimedia servers,"Nevzat Hurkan Balkir, Gultekin Ozsoyoglu",The VLDB Journal — The International Journal on Very Large Data Bases,1998,delivering presentations from multimedia servers,nevzat hurkan balkir gultekin ozsoyoglu,2555
5390882420f70186a0d89092,Monadic datalog and the expressive power of languages for web information extraction,"Georg Gottlob, Christoph Koch",Proceedings of the twenty-first ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2002,monadic datalog and the expressive power of languages for web information extraction,georg gottlob christoph koch,1753
5390881220f70186a0d7e337,Dissemination of dynamic data,"Pavan Deolasee, Amol Katkar, Ankur Panchbudhe, Krithi Ramamritham, Prashant Shenoy",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,dissemination of dynamic data,pavan deolasee amol katkar ankur panchbudhe krithi ramamritham prashant shenoy,1682
53909f8c20f70186a0e401cc,Reverse kNN search in arbitrary dimensionality,"Yufei Tao, Dimitris Papadias, Xiang Lian",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,reverse knn search in arbitrary dimensionality,yufei tao dimitris papadias xiang lian,546
539087f320f70186a0d6f79d,Rewriting aggregate queries using views,"Sara Cohen, Werner Nutt, Alexander Serebrenik",PODS '99 Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,rewriting aggregate queries using views,sara cohen werner nutt alexander serebrenik,1263
539087d420f70186a0d5df47,Efficient maintenance of materialized mediated views,"James J. Lu, Guido Moerkotte, Joachim Schue, V. S. Subrahmanian",SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,efficient maintenance of materialized mediated views,james j lu guido moerkotte joachim schue v s subrahmanian,769
539089ab20f70186a0d97055,Data mining-based intrusion detectors: an overview of the columbia IDS project,"Salvatore J. Stolfo, Wenke Lee, Philip K. Chan, Wei Fan, Eleazar Eskin",ACM SIGMOD Record,2001,data mining based intrusion detectors an overview of the columbia ids project,salvatore j stolfo wenke lee philip k chan wei fan eleazar eskin,1919
5390881220f70186a0d7e334,Exploiting constraint-like data characterizations in query optimization,"Parke Godfrey, Jarek Gryz, Calisto Zuzarte",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,exploiting constraint like data characterizations in query optimization,parke godfrey jarek gryz calisto zuzarte,1702
53908a7420f70186a0da45e0,"The New Locking, Logging, and Recovery Architecture of Microsoft SQL Server 7.0",David Campbell,VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,the new locking logging and recovery architecture of microsoft sql server 7 0,david campbell,2091
539087f320f70186a0d6f885,"“Honey, I shrunk the database”: footprint, mobility, and beyond",Praveen Seshadri,SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,honey i shrunk the database footprint mobility and beyond,praveen seshadri,1352
53908b4920f70186a0dbbf7e,Concise descriptions of subsets of structured sets,"Alberto O. Mendelzon, Ken Q. Pu",Proceedings of the twenty-second ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2003,concise descriptions of subsets of structured sets,alberto o mendelzon ken q pu,2680
