index_acm,paperId_acm,title_acm,authors_acm,venue_acm,year_acm
2337,53908a9620f70186a0da4d9e,dynamic load balancing in hierarchical parallel database systems,luc bouganim daniela florescu patrick valduriez,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2338,53908a9620f70186a0da4cfa,estimating the selectivity of spatial queries using the correlation fractal dimension,alberto belussi christos faloutsos,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2339,53908a9620f70186a0da4d99,sampling large databases for association rules,hannu toivonen,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2340,53908a9620f70186a0da4e23,loading the data warehouse across various parallel architectures,vijay v raghavan,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2341,53908a9620f70186a0da4e27,supporting procedural constructs in sql compilers,nelson mendon a mattos,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2342,53908a9620f70186a0da4e24,applying data mining techniques to a health insurance information system,marisa s viveros john p nearhos michael j rothman,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2343,53908a9620f70186a0da4e2d,using referential integrity to easily define consistent subset replicas,brad hammond,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2344,53908a9620f70186a0da4e2a,tpc d the challenges issues and results,ramesh bhashyam,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2345,53908a9620f70186a0da4e2b,the query optimizer in tandem s new serverware sql product,pedro celis,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2346,53908a9620f70186a0da4e28,supporting state wide immunisation tracking using multi paradigm workflow technology,amit p sheth krys kochut john a miller devashish worah souvik das chenye lin devanand palaniswami john lynch ivan shevchenko,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2347,53908a9620f70186a0da4e2f,supporting periodic authorizations and temporal reasoning in database access control,elisa bertino claudio bettini elena ferrari pierangela samarati,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2348,53908a9620f70186a0da4e26,filter trees for managing spatial data over a range of size granularities,kenneth c sevcik nick koudas,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2349,53908a9620f70186a0da4e21,optimization of queries with user defined predicates,surajit chaudhuri kyuseok shim,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2350,53908a9620f70186a0da4e31,efficient snapshot differential algorithms for data warehousing,wilburt labio hector garcia molina,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2351,53908a9620f70186a0da4e34,query processing techniques for multiversion access methods,jochen van den bercken bernhard seeger,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2352,53908a9620f70186a0da4e3a,the structured information manager a database system for sgml documents,ron sacks davis,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2353,53908a9620f70186a0da4d80,an efficient algorithm for mining association rules in large databases,ashoka savasere edward omiecinski shamkant b navathe,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2354,53908a9620f70186a0da4e38,cost based selection of path expression processing algorithms in object oriented databases,georges gardarin jean robert gruser zhao hui tang,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2355,53908a9620f70186a0da4e40,bellcore s adapt x harness system for managing information on internet and intranets,amit p sheth,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2356,53908a9620f70186a0da4e2e,coalescing in temporal databases,michael h b hlen richard thomas snodgrass michael d soo,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2357,53908a9620f70186a0da4e3b,analysis of n dimensional quadtrees using the hausdorff fractal dimension,christos faloutsos volker gaede,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2358,53908a9620f70186a0da4e3c,implementation and analysis of a parallel collection query language,dan suciu,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2359,53908a9620f70186a0da4e33,incremental maintenance of externally materialized views,martin staudt matthias jarke,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2360,53908a9620f70186a0da4e47,how system 11 sql server became fast,t k rengarajan,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2361,53908a9620f70186a0da4e39,calibrating the query optimizer cost model of iro db an object oriented federated database system,georges gardarin fei sha zhao hui tang,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2362,53908a9620f70186a0da4e44,zoo a desktop experiment management environment,yannis e ioannidis miron livny s gupta nagavamsi ponnekanti,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2364,53908a9620f70186a0da4e46,integrating triggers and declarative constraints in sql database sytems,roberta cochrane hamid pirahesh nelson mendon a mattos,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2365,53908a9620f70186a0da4e42,storage estimation for multidimensional aggregates in the presence of hierarchies,amit shukla prasad deshpande jeffrey f naughton karthikeyan ramasamy,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2366,53908a9620f70186a0da4e49,intra transaction parallelism in the mapping of an object model to a relational multi processor system,michael rys moira c norrie hans j rg schek,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2367,53908a9620f70186a0da4e3e,schemasql a language for interoperability in relational multi database systems,laks v s lakshmanan fereidoon sadri iyer n subramanian,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2368,53908a9620f70186a0da4e35,object fusion in mediator systems,yannis papakonstantinou serge abiteboul hector garcia molina,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2369,53908a9620f70186a0da4e41,fast nearest neighbor search in medical image databases,flip korn nikolaos sidiropoulos christos faloutsos eliot siegel zenon protopapas,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2370,53908a9620f70186a0da4e3f,sprint a scalable parallel classifier for data mining,john c shafer rakesh agrawal manish mehta,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2371,53908a9620f70186a0da4e29,querying heterogeneous information sources using source descriptions,alon y levy anand rajaraman joann j ordille,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2372,53908a9620f70186a0da4e3d,tribeca a stream database manager for network traffic analysis,mark sullivan,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2373,53908a9620f70186a0da4d84,mining generalized association rules,ramakrishnan srikant rakesh agrawal,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2374,53908a9620f70186a0da4da0,obtaining complete answers from incomplete databases,alon y levy,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2375,53908a9620f70186a0da4d97,disseminating updates on broadcast disks,swarup acharya michael j franklin stanley b zdonik,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2376,53908a9620f70186a0da4d94,effective efficient document ranking without using a large lexicon,yasushi ogawa,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2377,53908a9620f70186a0da4da2,scalablity and availability in oracle7 7 3,dieter gawlick,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2378,53908a9620f70186a0da4d7a,generalizing gloss to vector space databases and broker hierarchies,luis gravano hector garcia molina,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2379,53908a9620f70186a0da4d95,estimation of query result distribution and its application in parallel join load balancing,viswanath poosala yannis e ioannidis,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2380,53908a9620f70186a0da4d9a,information retrieval from an incomplete data cube,curtis e dyreson,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2381,53908a9620f70186a0da4eca,database management systems and the internet,susan malaika,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2382,53908a9620f70186a0da4ecb,dwms data warehouse management system,narendra mohan,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2383,53908a9620f70186a0da4ec8,querying multiple features of groups in relational databases,damianos chatziantoniou kenneth a ross,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2384,53908a9620f70186a0da4ec9,query decomposition and view maintenance for query languages for unstructured data,dan suciu,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2385,53908a9620f70186a0da4ecc,reordering query execution in tertiary memory databases,sunita sarawagi michael stonebraker,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2386,53908a9620f70186a0da4ed1,querying a multilevel database a logical analysis,fr d ric cuppens,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2387,53908a9620f70186a0da4ecd,pesto an integrated query browser for object databases,michael j carey laura m haas vivekananda maganty john h williams,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2388,53908a9620f70186a0da4ecf,the role of integrity constraints in database interoperation,mark w w vermeer peter m g apers,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2389,53908a9620f70186a0da4ece,the design and implementation of a sequence database system,praveen seshadri miron livny raghu ramakrishnan,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2390,53908a9620f70186a0da4ed4,concurrent garbage collection in o2,marcin skubiszewski patrick valduriez,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2391,53908a9620f70186a0da4ed6,critical database technologies for high energy physics,david m malon edward n may,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2392,53908a9620f70186a0da4edb,innovation in database management computer science vs engineering,kenneth r jacobs,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2393,53908a9620f70186a0da4ec7,answering queries with aggregation using views,divesh srivastava shaul dar h v jagadish alon y levy,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2394,53908a9620f70186a0da4ed0,clustering techniques for minimizing external path length,a a diwan sanjeeva rane s seshadri s sudarshan,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2395,53908a9620f70186a0da4ed9,garbage collection in object oriented databases using transactional cyclic reference counting,srinivas ashwin prasan roy s seshadri abraham silberschatz s sudarshan,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2396,53908a9620f70186a0da4ed5,recovering information from summary data,christos faloutsos h v jagadish nikolaos sidiropoulos,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2397,53908a9620f70186a0da4ed7,integrating reliable memory in databases,wee teck ng peter m chen,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2398,53908a9620f70186a0da4edc,implementing abstract objects with inheritance in datalogneg,hasan m jamil,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2399,53908a9620f70186a0da4ed8,multiple view self maintenance in data warehousing environments,nam huyn,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2400,53908a9620f70186a0da4edd,optimizing queries with universal quantification in object oriented and object relational databases,jens clau en alfons kemper guido moerkotte klaus peithner,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2401,53908a9620f70186a0da4edf,efficient construction of regression trees with range and region splitting,yasuhiko morimoto hiromu ishii shinichi morishita,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2402,53908a9620f70186a0da4ee0,geo environmental and medical data management in the rasdaman system,peter baumann paula furtado roland ritsch norbert widmann,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2403,53908a9620f70186a0da4ede,a one pass algorithm for accurately estimating quantiles for disk resident data,khaled alsabti sanjay ranka vineet singh,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2404,53908a9620f70186a0da4ee6,multidimensional access methods trees have grown everywhere,timos k sellis nick roussopoulos christos faloutsos,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2405,53908a9620f70186a0da4ee2,using probabilistic information in data integration,daniela florescu daphne koller alon y levy,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2406,53908a9620f70186a0da4d96,the xps approach to loading and unloading terabyte databases,sanket atal,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2407,53908a9620f70186a0da4d98,the changing landscape of the software industry and its implications for india,umang gupta,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2408,53908a9620f70186a0da4d8b,processing object oriented queries with invertible late bound functions,staffan flodin tore risch,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2409,53908a9620f70186a0da4eda,an efficient cost driven index selection tool for microsoft sql server,surajit chaudhuri vivek r narasayya,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2410,53908a9620f70186a0da4e4a,the x tree an index structure for high dimensional data,stefan berchtold daniel a keim hans peter kriegel,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2411,53908a9620f70186a0da4ee8,gte superpages using ir techniques for searching complex objects,steven d whitehead himanshu sinha michael murphy,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2412,53908a9620f70186a0da4d8f,flexible relations operational support of variant relational structures,christian kalus peter dadam,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2413,53908a9620f70186a0da4d82,efficient incremental garbage collection for client server object database systems,laurent amsaleg michael j franklin olivier gruber,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2414,53908a9620f70186a0da4d87,hot block clustering for disk arrays with dynamic striping,kazuhiko mogi masaru kitsuregawa,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2415,53908a9620f70186a0da4d7c,opossum desk top schema management through customizable visualization,eben m haber yannis e ioannidis miron livny,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2416,53908a9620f70186a0da4ee3,efficient user adaptable similarity search in large multimedia databases,thomas seidl hans peter kriegel,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2417,53908a9620f70186a0da4d8a,very large databases how large how different,david vaskevitch,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2418,53908a9620f70186a0da4d83,metrics for accessing heterogeneous data is there any hope panel,leonard j seligman nicholas j belkin erich j neuhold michael stonebraker gio wiederhold,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2419,53908a9620f70186a0da4ed2,selectivity estimation without the attribute value independence assumption,viswanath poosala yannis e ioannidis,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2420,53908a9620f70186a0da4ee4,data warehouse configuration,dimitri theodoratos timos k sellis,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2421,53908a9620f70186a0da4ee7,using taxonomy discriminants and signatures for navigating in text databases,soumen chakrabarti byron dom rakesh agrawal prabhakar raghavan,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2422,53908a9620f70186a0da4eec,vertical data migration in large near line document archives based on markov chain predictions,achim kraiss gerhard weikum,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2423,53908a9620f70186a0da4eeb,on demand data elevation in hierarchical multimedia storage servers,peter triantafillou thomas papadakis,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2424,53908a9620f70186a0da4ef0,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,wen syan li k sel uk candan kyoji hirata yoshinori hara,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2425,53908a9620f70186a0da4eef,evaluation of main memory join algorithms for joins with set comparison join predicates,sven helmer guido moerkotte,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2426,53908a9620f70186a0da4ee5,algorithms for materialized view design in data warehousing environment,jian yang kamalakar karlapalem qing li,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2427,53908a9620f70186a0da4eee,finding data in the neighborhood,andr eickler alfons kemper donald kossmann,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2428,53908a9620f70186a0da4eed,the network as a global database challenges of interoperability proactivity interactiveness legacy,peter c lockemann ulrike k lsch arne koschel ralf kramer ralf nikolai mechtild wallrath hans dirk walter,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2429,53908a9620f70186a0da4ee1,adaptive data broadcast in hybrid networks,konstantinos stathatos nick roussopoulos john s baras,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2430,53908a9620f70186a0da4eea,describing and using query capabilities of heterogeneous sources,vasilis vassalos yannis papakonstantinou,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2431,53908a9620f70186a0da4ee9,the complexity of transformation based join enumeration,arjan pellenkoft c sar a galindo legaria martin l kersten,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2432,53908a9620f70186a0da4ed3,a foundation for multi dimensional databases,marc gyssens laks v s lakshmanan,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2433,53908a9620f70186a0da4e45,on the computation of multidimensional aggregates,sameet agarwal rakesh agrawal prasad deshpande ashish gupta jeffrey f naughton raghu ramakrishnan sunita sarawagi,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2434,53908a9620f70186a0da4e48,a new sql like operator for mining association rules,rosa meo giuseppe psaila stefano ceri,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2435,53908a9620f70186a0da4e22,semantic data caching and replacement,shaul dar michael j franklin bj rn r j nsson divesh srivastava michael tan,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2436,53908a9620f70186a0da4e37,cache coherency in oracle parallel server,boris klots,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2437,53908a9620f70186a0da4e30,eroc a toolkit for building neato query optimizers,william j mckenna louis burger chi hoang melissa truong,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2438,53908a9620f70186a0da4e25,of objects and databases a decade of turmoil,michael j carey david j dewitt,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2439,53908a9620f70186a0da4e36,what is the data warehousing problem are materialized views the answer,ashish gupta inderpal singh mumick,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2440,53908a9620f70186a0da4e32,mineset tm a system for high end data mining and visualization,,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2441,53908a9620f70186a0da4e2c,practical issues with commercial use of federated databases,jim kleewein,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2442,53908a9620f70186a0da4ef1,fast incremental maintenance of approximate histograms,phillip b gibbons yossi matias viswanath poosala,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2443,53908a9720f70186a0da68f3,experimenting nt cluster technology for massive cdr processing,jeroen wijnands sietse dijkstra wijnand derks willem jonker,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2444,53908a9720f70186a0da68f7,telecommunications databases and evolution,jan arild audestad,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2445,53908a9720f70186a0da68f5,benchmark for real time database systems for telecommunications,jan lindstr m tiina niklander,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2446,53908a9720f70186a0da68f9,toward universal information models in enterprise management,jean philippe martin flatin,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2447,53908a9720f70186a0da68fb,replication between geographically separated clusters an asynchronous scalable replication mechanism for very high availability,anders bj rnerstedt helena ketoja johan sintorn martin sk ld,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2448,53908a9720f70186a0da68fc,network convergence using universal numbers the upt project,munir cochinwala harald hauser naveen suri,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2449,53908a9720f70186a0da68f4,yima design and evaluation of a streaming media system for residential broadband services,roger zimmermann kun fu cyrus shahabi didi shu yuen yao hong zhu,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2450,53908a9720f70186a0da68fe,data warehouse population platform,jovanka adzic valter fiore stefano spelta,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2451,53908a9720f70186a0da68f8,query processing in embedded control programs,david toman grant e weddell,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2452,53908a9720f70186a0da68fa,generalized md joins evaluation and reduction to sql,michael o akinde michael h b hlen,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2453,53908a9720f70186a0da68fd,ldap databases and distributed objects towards a better integration,thierry delot pascal d chamboux b atrice finance yann lepetit gilles lebrun,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2454,53908a9720f70186a0da69f8,exploiting and completing web data sources capabilities,omar boucelma mehdi essid zo lacroix abdelkader b tari,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2455,53908a9720f70186a0da68f6,qudas a qos based brokering architecture for data services,nektarios georgalas,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2456,53908a9720f70186a0da69fb,integrated xml document management,hui i hsiao joshua hui ning li parag tijare,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2457,53908a9720f70186a0da69f9,integrating scientific data through external concept based annotations,michael gertz kai uwe sattler,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2458,53908a9720f70186a0da6a00,multi user evaluation of xml data management systems with xmach 1,timo b hme erhard rahm,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2459,53908a9720f70186a0da69fa,adaptive xml shredding architecture implementation and challenges,juliana freire j r me sim on,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2460,53908a9720f70186a0da69ff,data integration using web services,mark hansen stuart e madnick michael siegel,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2461,53908a9720f70186a0da69fe,xbench a family of benchmarks for xml dbmss,benjamin b yao m tamer zsu john keenleyside,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2462,53908a9720f70186a0da69fc,assessing xml data management with xmark,albrecht schmidt florian waas martin l kersten michael j carey ioana manolescu ralph busse,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2463,53908a9720f70186a0da69fd,a proposal for an xml data definition and manipulation language,dare obasanjo shamkant b navathe,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2464,53908a9720f70186a0da6a79,an adaptable and adjustable mapping from xml data to tables in rdb,wang xiao ling luan jin feng dong yi sheng,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2465,53908a9720f70186a0da6a7a,the xoo7 benchmark,st phane bressan mong li lee ying guang li zo lacroix ullas nambiar,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2466,53908a9720f70186a0da6a7c,xml to relational conversion using theory of regular tree grammars,murali mani dongwon lee,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2467,53908a9720f70186a0da6a7e,the michigan benchmark a microbenchmark for xml query processing systems,kanda runapongsa jignesh m patel h v jagadish shurug al khalifa,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2468,53908a9720f70186a0da6a7f,efficient structure oriented storage of xml documents using ordbms,alexander kuckelberg ralph krieger,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2469,53908a9720f70186a0da6a7d,a new path expression computing approach for xml data,jianhua lv guoren wang jeffrey xu yu ge yu hongjun lu bing sun,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2470,53908a9720f70186a0da6a81,efficient cache answerability for xpath queries,pedro jos marr n georg lausen,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2471,53908a9720f70186a0da6a80,web based integration of printed and digital information,moira c norrie beat signer,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2472,53908a9720f70186a0da6a7b,relevance ranking tuning for similarity queries on xml data,paolo ciaccia wilma penzo,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2473,53908b2a20f70186a0db90a9,scientific journals extinction or explosion panel,raghu ramakrishnan hector garcia molina gerhard rossbach abraham silberschatz gio wiederhold jaco zijlstra,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2474,53908b2a20f70186a0db9097,physical data independence constraints and optimization with universal plans,alin deutsch lucian popa val tannen,vldb '99 proceedings of the 25th international conference on very large data bases,1999
2475,53908b2a20f70186a0db90ac,large databases for remote sensing and gis,a r dasgupta,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2476,53908b2a20f70186a0db909b,olap powerful and easy to use federations of olap and object databases,junmin gu torben bach pedersen arie shoshani,vldb '00 proceedings of the 26th international conference on very large data bases,2000
2477,53908b2a20f70186a0db90e7,mining sequential alarm patterns in a telecommunication database,pei hsin wu wen chih peng ming syan chen,dbtel '01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001
2478,53908b2a20f70186a0db9748,koda the architecture and interface of a data model independent kernel,gopalan arun ashok joshi,vldb '98 proceedings of the 24rd international conference on very large data bases,1998
2479,53908b2a20f70186a0db974e,efficient numerical error bounding for replicated network services,haifeng yu amin vahdat,vldb '00 proceedings of the 26th international conference on very large data bases,2000
2480,558e10e50cf2e66758050bc2,author index,,vldb '00 proceedings of the 26th international conference on very large data bases,2000
2482,53908b2a20f70186a0db9745,watchman a data warehouse intelligent cache manager,peter scheuermann junho shim radek vingralek,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2483,53908b2a20f70186a0db974d,the persistent cache improving oid indexing in temporal object oriented database systems,kjetil n rv g,vldb '99 proceedings of the 25th international conference on very large data bases,1999
2484,53908b2a20f70186a0db974b,mining deviants in a time series database,h v jagadish nick koudas s muthukrishnan,vldb '99 proceedings of the 25th international conference on very large data bases,1999
2485,53908b2a20f70186a0db9744,performance of future database systems bottlenecks and bonananzas,chaitanya k baru,vldb '96 proceedings of the 22th international conference on very large data bases,1996
2486,53908b2a20f70186a0db9743,the double life of the transaction abstraction fundamental principle and evolving system concept,henry f korth,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2488,53908b2a20f70186a0db9749,experiences in federated databases from iro db to miro web,peter fankhauser georges gardarin m lopez j mu oz anthony tomasic,vldb '98 proceedings of the 24rd international conference on very large data bases,1998
2489,53908b2a20f70186a0db974c,hyper programming in java,evangelos zirintsis graham n c kirby ronald morrison,vldb '99 proceedings of the 25th international conference on very large data bases,1999
2490,53908b2a20f70186a0db9746,resource scheduling in enhanced pay per view continuous media databases,minos n garofalakis banu zden abraham silberschatz,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2491,53908b2a20f70186a0db974f,memex a browsing assistant for collaborative archiving and mining of surf trails,soumen chakrabarti sandeep srivastava mallela subramanyam mitul tiwari,vldb '00 proceedings of the 26th international conference on very large data bases,2000
2492,53908b2a20f70186a0db974a,objectivity industrial exhibit,objectivity,vldb '98 proceedings of the 24rd international conference on very large data bases,1998
2493,53908b2a20f70186a0db9742,neurorule a connectionist approach to data mining,hongjun lu rudy setiono huan liu,vldb '95 proceedings of the 21th international conference on very large data bases,1995
2494,53908b2a20f70186a0db9747,sting a statistical information grid approach to spatial data mining,wei wang jiong yang richard r muntz,vldb '97 proceedings of the 23rd international conference on very large data bases,1997
2495,53908b2a20f70186a0db9881,integration of xml data,deise de brum saccol carlos a heuser,proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the web-revised papers,2003
2496,558d71eb0cf2c779a6475fbb,the vldb journal the international journal on very large data bases,,the vldb journal — the international journal on very large data bases,2000
2497,53908b4920f70186a0dbab18,foreword by the vldb 98 pc chairmen,o shmueli j widom,the vldb journal — the international journal on very large data bases,2000
2498,53908b4920f70186a0dbab1a,secure buffering in firm real time database systems,binto george jayant r haritsa,the vldb journal — the international journal on very large data bases,2000
